"order date,ship date,ship mode,segment,country,city,state,postal code,region,product id,category,sub-category,product name,sales,quantity,discount,profit,order year,order month,shipping days"
"2016-07-18,2016-07-24,standard class,corporate,United States,Denver,Colorado,80219,west,FUR-CH-10002331,furniture,chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,498.93,3,0.2,10.6794,2016,7,6"
"2016-07-18,2016-07-24,standard class,corporate,United States,Denver,Colorado,80219,west,OFF-ST-10002292,office supplies,storage,""Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"",498.93,2,0.2,0.0,2016,7,6"
"2016-07-18,2016-07-24,standard class,corporate,United States,Denver,Colorado,80219,west,OFF-ST-10000689,office supplies,storage,""Fellowes Strictly Business Drawer File, Letter/Legal Size"",338.04,3,0.2,-33.804,2016,7,6"
"2017-08-01,2017-08-04,first class,consumer,United States,Charlotte,North Carolina,28205,south,TEC-PH-10002660,technology,phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,2017,8,3"
"2016-07-14,2016-07-18,second class,corporate,United States,New York City,New York,10009,east,OFF-ST-10004634,office supplies,storage,""Personal Folder Holder, Ebony"",11.21,1,0.0,3.363,2016,7,4"
"2016-07-14,2016-07-18,second class,corporate,United States,New York City,New York,10009,east,OFF-BI-10002160,office supplies,binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,2016,7,4"
"2016-07-14,2016-07-18,second class,corporate,United States,New York City,New York,10009,east,OFF-FA-10002988,office supplies,fasteners,Ideal Clamps,14.07,7,0.0,6.8943,2016,7,4"
"2016-07-14,2016-07-18,second class,corporate,United States,New York City,New York,10009,east,OFF-AR-10004999,office supplies,art,Newell 315,41.86,7,0.0,10.465,2016,7,4"
"2016-07-14,2016-07-18,second class,corporate,United States,New York City,New York,10009,east,OFF-BI-10001031,office supplies,binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,2016,7,4"
"2016-07-14,2016-07-18,second class,corporate,United States,New York City,New York,10009,east,FUR-BO-10004695,furniture,bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,498.93,4,0.2,21.7176,2016,7,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,FUR-CH-10004860,furniture,chairs,Global Low Back Tilter Chair,141.372,2,0.3,-39.724125,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-BI-10002432,office supplies,binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.5,-2.3276,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-BI-10000069,office supplies,binders,""GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"",4.503,1,0.5,-3.6024,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,OFF-AR-10003602,office supplies,art,""Quartet Omega Colored Chalk, 12/Pack"",4.672,1,0.2,1.5768,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,TEC-AC-10004469,technology,accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,FUR-FU-10001867,furniture,furnishings,""Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"",17.024,2,0.2,1.7024,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,TEC-AC-10003174,technology,accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,2017,9,4"
"2017-09-09,2017-09-13,standard class,corporate,United States,Philadelphia,Pennsylvania,19134,east,TEC-PH-10002200,technology,phones,Samsung Galaxy Note 2,498.93,7,0.4,-39.724125,2017,9,4"
"2014-07-12,2014-07-16,standard class,home office,United States,Los Angeles,California,90036,west,OFF-ST-10000107,office supplies,storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.955,2014,7,4"
"2014-07-12,2014-07-16,standard class,home office,United States,Los Angeles,California,90036,west,TEC-PH-10000439,technology,phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928,2014,7,4"
"2016-12-04,2016-12-05,first class,consumer,United States,New York City,New York,10024,east,FUR-FU-10001602,furniture,furnishings,""Eldon Delta Triangular Chair Mat, 52"""" x 58"""", Clear"",113.79,3,0.0,20.4822,2016,12,1"
"2016-12-04,2016-12-05,first class,consumer,United States,New York City,New York,10024,east,TEC-AC-10001432,technology,accessories,Enermax Aurora Lite Keyboard,78.15,1,0.0,34.386,2016,12,1"
"2016-12-04,2016-12-05,first class,consumer,United States,New York City,New York,10024,east,OFF-BI-10004656,office supplies,binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048,2016,12,1"
"2016-12-04,2016-12-05,first class,consumer,United States,New York City,New York,10024,east,OFF-PA-10001685,office supplies,paper,Easy-staple paper,40.56,4,0.0,19.8744,2016,12,1"
"2016-12-04,2016-12-05,first class,consumer,United States,New York City,New York,10024,east,OFF-ST-10001418,office supplies,storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588,2016,12,1"
"2016-12-04,2016-12-05,first class,consumer,United States,New York City,New York,10024,east,OFF-ST-10000676,office supplies,storage,Fellowes Econo/Stor Drawers,193.86,2,0.0,11.6316,2016,12,1"
"2017-11-06,2017-11-11,standard class,consumer,United States,Los Angeles,California,90045,west,OFF-EN-10001219,office supplies,envelopes,""#10- 4 1/8"""" x 9 1/2"""" Security-Tint Envelopes"",15.28,2,0.0,7.4872,2017,11,5"
"2017-11-06,2017-11-11,standard class,consumer,United States,Los Angeles,California,90045,west,FUR-FU-10001424,furniture,furnishings,Dax Clear Box Frame,8.73,1,0.0,2.9682,2017,11,5"
"2017-11-06,2017-11-11,standard class,consumer,United States,Los Angeles,California,90045,west,OFF-AR-10001022,office supplies,art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0.0,1.7608,2017,11,5"
"2015-10-31,2015-11-02,second class,consumer,United States,Buffalo,New York,14215,east,OFF-AR-10000369,office supplies,art,Design Ebony Sketching Pencil,2.78,2,0.0,0.7228,2015,10,2"
"2015-10-31,2015-11-02,second class,consumer,United States,Buffalo,New York,14215,east,OFF-EN-10003055,office supplies,envelopes,""Blue String-Tie & Button Interoffice Envelopes, 10 x 13"",79.96,2,0.0,35.982,2015,10,2"
"2016-05-30,2016-06-01,first class,corporate,United States,Cincinnati,Ohio,45231,east,TEC-CO-10001046,technology,copiers,Canon Imageclass D680 Copier / Fax,498.93,2,0.4,69.999,2016,5,2"
"2016-10-28,2016-10-28,same day,consumer,United States,Boynton Beach,Florida,33437,south,FUR-FU-10000076,furniture,furnishings,24-Hour Round Wall Clock,47.952,3,0.2,13.7862,2016,10,0"
"2016-10-28,2016-10-28,same day,consumer,United States,Boynton Beach,Florida,33437,south,OFF-BI-10003719,office supplies,binders,Large Capacity Hanging Post Binders,37.425,5,0.5,-29.94,2016,10,0"
"2016-10-28,2016-10-28,same day,consumer,United States,Boynton Beach,Florida,33437,south,FUR-FU-10003268,furniture,furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0.0,2016,10,0"
"2016-10-28,2016-10-28,same day,consumer,United States,Boynton Beach,Florida,33437,south,FUR-FU-10003553,furniture,furnishings,""Howard Miller 13-1/2"""" Diameter Rosebrook Wall Clock"",165.048,3,0.2,41.262,2016,10,0"
"2014-08-11,2014-08-15,standard class,consumer,United States,Seattle,Washington,98105,west,FUR-FU-10003691,furniture,furnishings,""Eldon Image Series Desk Accessories, Ebony"",12.35,1,0.0,5.434,2014,8,4"
"2014-08-11,2014-08-15,standard class,consumer,United States,Seattle,Washington,98105,west,OFF-AR-10003903,office supplies,art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0.0,10.6522,2014,8,4"
"2014-08-11,2014-08-15,standard class,consumer,United States,Seattle,Washington,98105,west,OFF-FA-10004854,office supplies,fasteners,""Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"",22.96,2,0.0,10.7912,2014,8,4"
"2016-08-29,2016-09-04,standard class,home office,United States,New York City,New York,10024,east,TEC-PH-10003442,technology,phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,0.0,5.5,2016,8,6"
"2016-02-15,2016-02-22,standard class,consumer,United States,New York City,New York,10009,east,OFF-BI-10004519,office supplies,binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,70.816875,2016,2,7"
"2016-02-15,2016-02-22,standard class,consumer,United States,New York City,New York,10009,east,OFF-FA-10000304,office supplies,fasteners,Advantus Push Pins,8.72,4,0.0,3.5752,2016,2,7"
"2017-05-14,2017-05-21,standard class,consumer,United States,Gulfport,Mississippi,39503,south,OFF-EN-10004955,office supplies,envelopes,Fashion Color Clasp Envelopes,48.69,9,0.0,23.8581,2017,5,7"
"2014-12-12,2014-12-14,second class,consumer,United States,Fresno,California,93727,west,FUR-TA-10004619,furniture,tables,Hon Non-Folding Utility Tables,498.93,6,0.2,70.816875,2014,12,2"
"2014-12-12,2014-12-14,second class,consumer,United States,Fresno,California,93727,west,FUR-TA-10003473,furniture,tables,Bretford Rectangular Conference Table Tops,498.93,12,0.2,70.816875,2014,12,2"
"2014-12-12,2014-12-14,second class,consumer,United States,Fresno,California,93727,west,FUR-BO-10004467,furniture,bookcases,Bestar Classic Bookcase,254.9745,3,0.15,11.9988,2014,12,2"
"2017-12-18,2017-12-24,standard class,consumer,United States,New York City,New York,10009,east,OFF-AR-10002280,office supplies,art,Staples in misc. colors,38.82,6,0.0,17.469,2017,12,6"
"2017-12-18,2017-12-24,standard class,consumer,United States,New York City,New York,10009,east,FUR-CH-10001708,furniture,chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,498.93,9,0.1,70.816875,2017,12,6"
"2017-12-18,2017-12-24,standard class,consumer,United States,New York City,New York,10009,east,OFF-AP-10000891,office supplies,appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,498.93,13,0.0,70.816875,2017,12,6"
"2017-12-18,2017-12-24,standard class,consumer,United States,New York City,New York,10009,east,OFF-AR-10000462,office supplies,art,Sanford Pocket Accent Highlighters,3.2,2,0.0,1.376,2017,12,6"
"2015-07-04,2015-07-09,standard class,consumer,United States,Milwaukee,Wisconsin,53209,central,TEC-PH-10004165,technology,phones,Mitel MiVoice 5330e IP Phone,498.93,4,0.0,70.816875,2015,7,5"
"2017-03-10,2017-03-14,standard class,home office,United States,Chester,Pennsylvania,19013,east,OFF-AR-10003958,office supplies,art,Newell 337,5.248,2,0.2,0.5904,2017,3,4"
"2017-03-10,2017-03-14,standard class,home office,United States,Chester,Pennsylvania,19013,east,TEC-PH-10000149,technology,phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.379,2017,3,4"
"2017-03-10,2017-03-14,standard class,home office,United States,Chester,Pennsylvania,19013,east,FUR-FU-10003724,furniture,furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.2,0.5022,2017,3,4"
"2017-03-10,2017-03-14,standard class,home office,United States,Chester,Pennsylvania,19013,east,FUR-FU-10003535,furniture,furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.2,11.5164,2017,3,4"
"2016-12-24,2016-12-28,second class,home office,United States,Charlotte,North Carolina,28205,south,OFF-BI-10001575,office supplies,binders,GBC Linen Binding Covers,27.882,3,0.5,-20.4468,2016,12,4"
"2016-12-24,2016-12-28,second class,home office,United States,Charlotte,North Carolina,28205,south,OFF-ST-10003716,office supplies,storage,Tennsco Double-Tier Lockers,498.93,3,0.2,-39.724125,2016,12,4"
"2016-12-24,2016-12-28,second class,home office,United States,Charlotte,North Carolina,28205,south,TEC-AC-10004469,technology,accessories,Microsoft Sculpt Comfort Mouse,255.68,8,0.2,70.816875,2016,12,4"
"2017-10-23,2017-10-27,standard class,consumer,United States,Jacksonville,Florida,32216,south,TEC-PH-10004586,technology,phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,498.93,3,0.2,70.816875,2017,10,4"
"2016-10-28,2016-11-04,standard class,corporate,United States,Greenville,North Carolina,27834,south,OFF-BI-10004236,office supplies,binders,""XtraLife ClearVue Slant-D Ring Binder, White, 3"""""",17.616,4,0.5,-14.0928,2016,10,7"
"2017-07-07,2017-07-09,second class,consumer,United States,Long Beach,New York,11561,east,OFF-BI-10001634,office supplies,binders,Wilson Jones Active Use Binders,17.472,3,0.2,6.3336,2017,7,2"
"2016-10-01,2016-10-02,first class,consumer,United States,La Porte,Indiana,46350,central,TEC-PH-10000215,technology,phones,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,69.9,2,0.0,18.873,2016,10,1"
"2016-10-01,2016-10-02,first class,consumer,United States,La Porte,Indiana,46350,central,FUR-FU-10003724,furniture,furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0.0,10.881,2016,10,1"
"2017-09-02,2017-09-07,standard class,consumer,United States,San Francisco,California,94122,west,OFF-AR-10000422,office supplies,art,Pencil and Crayon Sharpener,6.57,3,0.0,1.7739,2017,9,5"
"2014-12-24,2014-12-29,standard class,corporate,United States,Los Angeles,California,90045,west,OFF-ST-10003306,office supplies,storage,Letter Size Cart,142.86,1,0.0,41.4294,2014,12,5"
"2014-12-24,2014-12-29,standard class,corporate,United States,Los Angeles,California,90045,west,FUR-CH-10001146,furniture,chairs,""Global Value Mid-Back Manager's Chair, Gray"",292.272,6,0.2,18.267,2014,12,5"
"2017-09-23,2017-09-27,standard class,corporate,United States,Louisville,Colorado,80027,west,FUR-FU-10000246,furniture,furnishings,Aluminum Document Frame,29.328,3,0.2,3.666,2017,9,4"
"2017-06-04,2017-06-08,standard class,consumer,United States,Florence,Alabama,35630,south,OFF-PA-10002870,office supplies,paper,""Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾Â” x 11Â”"",12.48,2,0.0,5.616,2017,6,4"
"2016-04-21,2016-04-26,standard class,corporate,United States,Chicago,Illinois,60623,central,OFF-ST-10000563,office supplies,storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792,2016,4,5"
"2016-04-21,2016-04-26,standard class,corporate,United States,Chicago,Illinois,60623,central,OFF-AP-10004487,office supplies,appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.5,-39.724125,2016,4,5"
"2016-04-21,2016-04-26,standard class,corporate,United States,Chicago,Illinois,60623,central,OFF-BI-10002854,office supplies,binders,""Performers Binder/Pad Holder, Black"",44.848,8,0.5,-39.724125,2016,4,5"
"2016-05-26,2016-05-26,same day,consumer,United States,Fort Worth,Texas,76106,central,OFF-PA-10004621,office supplies,paper,Xerox 212,10.368,2,0.2,3.6288,2016,5,0"
"2016-05-26,2016-05-26,same day,consumer,United States,Fort Worth,Texas,76106,central,FUR-CH-10001973,furniture,chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-39.724125,2016,5,0"
"2016-05-26,2016-05-26,same day,consumer,United States,Fort Worth,Texas,76106,central,OFF-PA-10004040,office supplies,paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026,2016,5,0"
"2016-05-26,2016-05-26,same day,consumer,United States,Fort Worth,Texas,76106,central,TEC-AC-10000580,technology,accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991,2016,5,0"
"2016-05-02,2016-05-07,standard class,consumer,United States,Houston,Texas,77070,central,OFF-AR-10004022,office supplies,art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,2016,5,5"
"2014-09-08,2014-09-11,first class,corporate,United States,Macon,Georgia,31204,south,TEC-AC-10004209,technology,accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0.0,12.8583,2014,9,3"
"2014-09-08,2014-09-11,first class,corporate,United States,Macon,Georgia,31204,south,TEC-AC-10000023,technology,accessories,""Maxell 74 Minute CD-R Spindle, 50/Pack"",83.88,4,0.0,30.1968,2014,9,3"
"2016-09-05,2016-09-06,first class,consumer,United States,Cedar Rapids,Iowa,52402,central,TEC-PH-10003505,technology,phones,Geemarc AmpliPOWER60,278.4,3,0.0,70.816875,2016,9,1"
"2017-04-09,2017-04-11,first class,consumer,United States,Jacksonville,Florida,32216,south,OFF-LA-10000121,office supplies,labels,Avery 48,15.12,3,0.2,4.914,2017,4,2"
"2017-04-09,2017-04-11,first class,consumer,United States,Jacksonville,Florida,32216,south,OFF-BI-10002026,office supplies,binders,Avery Arch Ring Binders,17.43,1,0.5,-13.363,2017,4,2"
"2017-04-09,2017-04-11,first class,consumer,United States,Jacksonville,Florida,32216,south,OFF-PA-10000994,office supplies,paper,Xerox 1915,251.64,3,0.2,70.816875,2017,4,2"
"2015-12-06,2015-12-12,standard class,consumer,United States,Austin,Texas,78745,central,OFF-BI-10002813,office supplies,binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.5,-4.851,2015,12,6"
"2016-06-26,2016-07-03,standard class,consumer,United States,Providence,Rhode Island,2908,east,OFF-ST-10000617,office supplies,storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,1.043,2016,6,7"
"2015-07-04,2015-07-08,standard class,home office,United States,New York City,New York,10035,east,OFF-AR-10004817,office supplies,art,Colorific Watercolor Pencils,15.48,3,0.0,4.4892,2015,7,4"
"2016-11-22,2016-11-26,standard class,corporate,United States,New York City,New York,10009,east,FUR-FU-10000397,furniture,furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,2016,11,4"
"2016-11-22,2016-11-26,standard class,corporate,United States,New York City,New York,10009,east,OFF-BI-10000605,office supplies,binders,""Acco Pressboard Covers with Storage Hooks, 9 1/2"""" x 11"""", Executive Red"",12.192,4,0.2,4.1148,2016,11,4"
"2016-11-22,2016-11-26,standard class,corporate,United States,New York City,New York,10009,east,OFF-AR-10001860,office supplies,art,BIC Liqua Brite Liner,20.82,3,0.0,7.4952,2016,11,4"
"2016-11-10,2016-11-12,first class,home office,United States,San Francisco,California,94122,west,OFF-BI-10004970,office supplies,binders,""ACCOHIDE 3-Ring Binder, Blue, 1"""""",13.216,4,0.2,4.4604,2016,11,2"
"2016-11-10,2016-11-12,first class,home office,United States,San Francisco,California,94122,west,OFF-PA-10003172,office supplies,paper,Xerox 1996,32.4,5,0.0,15.552,2016,11,2"
"2015-08-27,2015-09-01,standard class,consumer,United States,San Diego,California,92105,west,OFF-SU-10001218,office supplies,supplies,Fiskars Softgrip Scissors,32.94,3,0.0,9.2232,2015,8,5"
"2015-08-27,2015-09-01,standard class,consumer,United States,San Diego,California,92105,west,OFF-PA-10002968,office supplies,paper,Xerox 1973,114.2,5,0.0,52.532,2015,8,5"
"2015-08-27,2015-09-01,standard class,consumer,United States,San Diego,California,92105,west,OFF-LA-10000134,office supplies,labels,Avery 511,3.08,1,0.0,1.4784,2015,8,5"
"2015-05-25,2015-05-29,standard class,consumer,United States,Pueblo,Colorado,81001,west,OFF-AP-10004487,office supplies,appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,498.93,13,0.2,70.816875,2015,5,4"
"2017-12-30,2018-01-03,standard class,corporate,United States,Fairfield,California,94533,west,OFF-BI-10002103,office supplies,binders,""Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"",13.904,2,0.2,4.5188,2017,12,4"
"2017-12-30,2018-01-03,standard class,corporate,United States,Fairfield,California,94533,west,OFF-BI-10004632,office supplies,binders,GBC Binding covers,20.72,2,0.2,6.475,2017,12,4"
"2016-12-08,2016-12-12,second class,corporate,United States,Saint Paul,Minnesota,55106,central,TEC-PH-10003555,technology,phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0.0,2.299,2016,12,4"
"2015-10-04,2015-10-07,first class,consumer,United States,San Francisco,California,94109,west,OFF-ST-10001590,office supplies,storage,""Tenex Personal Project File with Scoop Front Design, Black"",26.96,2,0.0,7.0096,2015,10,3"
"2016-12-23,2016-12-25,second class,consumer,United States,Springfield,Virginia,22153,south,FUR-FU-10003664,furniture,furnishings,""Electrix Architect's Clamp-On Swing Arm Lamp, Black"",498.93,6,0.0,70.816875,2016,12,2"
"2016-12-23,2016-12-25,second class,consumer,United States,Springfield,Virginia,22153,south,FUR-FU-10003664,furniture,furnishings,""Electrix Architect's Clamp-On Swing Arm Lamp, Black"",286.38,3,0.0,70.816875,2016,12,2"
"2015-09-19,2015-09-24,second class,home office,United States,Arlington,Virginia,22204,south,FUR-BO-10003433,furniture,bookcases,Sauder Cornerstone Collection Library,61.96,2,0.0,4.3372,2015,9,5"
"2017-07-03,2017-07-07,standard class,consumer,United States,Columbus,Georgia,31907,south,FUR-FU-10002554,furniture,furnishings,""Westinghouse Floor Lamp with Metal Mesh Shade, Black"",23.99,1,0.0,5.5177,2017,7,4"
"2017-07-03,2017-07-07,standard class,consumer,United States,Columbus,Georgia,31907,south,TEC-PH-10001557,technology,phones,Pyle PMP37LED,287.97,3,0.0,70.816875,2017,7,4"
"2016-07-14,2016-07-16,second class,consumer,United States,Houston,Texas,77036,central,TEC-PH-10003437,technology,phones,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,419.944,7,0.2,52.493,2016,7,2"
"2016-06-20,2016-06-21,first class,consumer,United States,Pasadena,California,91104,west,OFF-PA-10002986,office supplies,paper,Xerox 1898,46.76,7,0.0,22.4448,2016,6,1"
"2016-06-20,2016-06-21,first class,consumer,United States,Pasadena,California,91104,west,OFF-BI-10000320,office supplies,binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,2016,6,1"
"2016-06-20,2016-06-21,first class,consumer,United States,Pasadena,California,91104,west,OFF-AP-10003971,office supplies,appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0.0,5.6628,2016,6,1"
"2016-06-20,2016-06-21,first class,consumer,United States,Pasadena,California,91104,west,OFF-ST-10001469,office supplies,storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164,2016,6,1"
"2016-06-20,2016-06-21,first class,consumer,United States,Pasadena,California,91104,west,FUR-CH-10003846,furniture,chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784,2016,6,1"
"2016-12-09,2016-12-13,standard class,consumer,United States,Lawrence,Massachusetts,1841,east,OFF-LA-10001404,office supplies,labels,Avery 517,3.69,1,0.0,1.7343,2016,12,4"
"2016-12-09,2016-12-13,standard class,consumer,United States,Lawrence,Massachusetts,1841,east,OFF-LA-10001474,office supplies,labels,Avery 477,122.12,4,0.0,56.1752,2016,12,4"
"2016-09-24,2016-10-01,standard class,consumer,United States,Columbus,Ohio,43229,east,FUR-CH-10003199,furniture,chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,-13.3176,2016,9,7"
"2016-12-18,2016-12-23,standard class,corporate,United States,Los Angeles,California,90032,west,OFF-PA-10003072,office supplies,paper,""Eureka Recycled Copy Paper 8 1/2"""" x 11"""", Ream"",38.88,6,0.0,18.6624,2016,12,5"
"2016-12-18,2016-12-23,standard class,corporate,United States,Los Angeles,California,90032,west,FUR-FU-10004960,furniture,furnishings,""Seth Thomas 12"""" Clock w/ Goldtone Case"",183.84,8,0.0,62.5056,2016,12,5"
"2016-12-18,2016-12-23,standard class,corporate,United States,Los Angeles,California,90032,west,OFF-SU-10003505,office supplies,supplies,Premier Electric Letter Opener,498.93,5,0.0,28.965,2016,12,5"
"2017-12-10,2017-12-14,standard class,consumer,United States,Philadelphia,Pennsylvania,19120,east,TEC-AC-10003116,technology,accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,3.3725,2017,12,4"
"2014-07-01,2014-07-05,standard class,corporate,United States,Deltona,Florida,32725,south,TEC-PH-10004586,technology,phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,498.93,2,0.2,70.816875,2014,7,4"
"2014-07-01,2014-07-05,standard class,corporate,United States,Deltona,Florida,32725,south,OFF-BI-10000546,office supplies,binders,Avery Durable Binders,5.184,6,0.5,-3.6288,2014,7,4"
"2017-02-03,2017-02-08,standard class,consumer,United States,Cincinnati,Ohio,45231,east,OFF-BI-10002071,office supplies,binders,Fellowes Black Plastic Comb Bindings,5.229,3,0.5,-4.1832,2017,2,5"
"2017-02-03,2017-02-08,standard class,consumer,United States,Cincinnati,Ohio,45231,east,OFF-ST-10001490,office supplies,storage,""Hot File 7-Pocket, Floor Stand"",285.552,2,0.2,35.694,2017,2,5"
"2017-03-03,2017-03-08,standard class,consumer,United States,Murray,Kentucky,42071,south,OFF-AP-10004859,office supplies,appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,0.0,19.656,2017,3,5"
"2017-10-09,2017-10-10,first class,consumer,United States,Wilmington,North Carolina,28403,south,OFF-PA-10002659,office supplies,paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4,0.2,3.5152,2017,10,1"
"2014-09-28,2014-10-03,standard class,corporate,United States,Lawrence,Massachusetts,1841,east,OFF-ST-10001321,office supplies,storage,""Decoflex Hanging Personal Folder File, Blue"",46.26,3,0.0,12.4902,2014,9,5"
"2014-05-27,2014-05-30,first class,consumer,United States,Chicago,Illinois,60653,central,OFF-BI-10004139,office supplies,binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.5,-30.555,2014,5,3"
"2015-06-14,2015-06-18,standard class,home office,United States,Philadelphia,Pennsylvania,19120,east,FUR-FU-10001867,furniture,furnishings,""Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"",51.072,6,0.2,5.1072,2015,6,4"
"2016-03-30,2016-04-01,first class,corporate,United States,Norwich,Connecticut,6360,east,OFF-PA-10004156,office supplies,paper,Xerox 188,11.34,1,0.0,5.5566,2016,3,2"
"2017-10-15,2017-10-18,second class,home office,United States,San Francisco,California,94110,west,OFF-AR-10002818,office supplies,art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0.0,26.376,2017,10,3"
"2016-05-23,2016-05-27,standard class,consumer,United States,San Francisco,California,94109,west,FUR-FU-10003691,furniture,furnishings,""Eldon Image Series Desk Accessories, Ebony"",37.05,3,0.0,16.302,2016,5,4"
"2017-06-02,2017-06-06,standard class,home office,United States,Lorain,Ohio,44052,east,TEC-PH-10000347,technology,phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.6435,2017,6,4"
"2017-06-02,2017-06-06,standard class,home office,United States,Lorain,Ohio,44052,east,OFF-ST-10004507,office supplies,storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,2017,6,4"
"2014-02-16,2014-02-21,standard class,consumer,United States,Dallas,Texas,75220,central,OFF-BI-10002012,office supplies,binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,3,0.5,-1.728,2014,2,5"
"2014-02-16,2014-02-21,standard class,consumer,United States,Dallas,Texas,75220,central,OFF-AP-10001303,office supplies,appliances,""Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"",7.96,2,0.5,-13.93,2014,2,5"
"2014-05-06,2014-05-10,standard class,home office,United States,Los Angeles,California,90049,west,OFF-BI-10003684,office supplies,binders,Wilson Jones Legal Size Ring Binders,140.736,8,0.2,52.776,2014,5,4"
"2016-05-16,2016-05-23,standard class,consumer,United States,Middletown,Connecticut,6457,east,OFF-ST-10002574,office supplies,storage,""SAFCO Commercial Wire Shelving, Black"",498.93,4,0.0,0.0,2016,5,7"
"2017-04-02,2017-04-07,standard class,consumer,United States,Los Angeles,California,90008,west,FUR-FU-10003724,furniture,furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0.0,6.5286,2017,4,5"
